original,lemma,article,plural,case_usage,pos,source,context
anstrengen,anstrengen,,,akkusativ,UNKNOWN,trans.pdf,ein bisschen mehr anstrengen als die andere
Anstrengung,anstrengung,die,Anstrengunge,,NOUN,trans.pdf,Mischung en die Anstrengung en die Frustration
Anteil,anteil,der,Anteile,akkusativ,NOUN,trans.pdf,Regulierung en der Anteil e der Tabakkonsument
Anthropologe,anthropologe,der,Anthropologen,,NOUN,trans.pdf,das Liegen der Anthropologe n die Anthropologin
Anthropologin,anthropologin,die,Anthropologine,,NOUN,trans.pdf,Anthropologe n die Anthropologin nen der Mythos
anti,anti,,,,UNKNOWN,trans.pdf,Gesellschaft die vielleicht anti quierten Geschlechterrollen neu
antiautoritärer,antiautoritärer,,,dativ,UNKNOWN,trans.pdf,sie im Zuge antiautoritärer Erziehung ihrer Freiheit
antik,antik,,,,UNKNOWN,trans.pdf,Betrachtungsweise n inspiriert antik die Stoa der
Antike,antike,die,Antiken,,NOUN,trans.pdf,Stamm e die Antike FaD galrevlaizepS sixarP
antiseptisch,antiseptisch,,,akkusativ,UNKNOWN,trans.pdf,und manche sind antiseptisch Anders als Bäume
antreiben,antreiben,,,,UNKNOWN,trans.pdf,Erderwärmung immer weiter antreiben bauen physikali sche
antreibt,antreibt,,,dativ,UNKNOWN,trans.pdf,die uns Zukunftsforscher antreibt ist die Neugier
antriebs,antriebs,,,,UNKNOWN,trans.pdf,Patientinnen die extrem antriebs und ziellos sind
Antriebskraft,antriebskraft,die,Antriebskrafte,dativ,NOUN,trans.pdf,werden beseitigt die Antriebskraft und Motivation gesteigert
antriebslosen,antriebslosen,den,antriebslosene,dativ,NOUN,trans.pdf,es bei den antriebslosen Mädchen oft der
Antriebslosig,antriebslosig,der,Antriebslosige,dativ,NOUN,trans.pdf,zentrale Phänomen der Antriebslosig keit herauskristallisiert Den
Antriebslosigkeit,antriebslosigkeit,die,Antriebslosigkeite,akkusativ,NOUN,trans.pdf,sollen für die Antriebslosigkeit ihrer Töchter verantwortlich
antworten,antworten,,,,UNKNOWN,trans.pdf,Epigrammatisch könnte ich antworten Eine Stadt ist
anwenden,anwenden,,,,UNKNOWN,trans.pdf,Sprache hören und anwenden können das ist
Anwender,anwender,der,Anwendern,,NOUN,trans.pdf,Misstrauen verfolgen der Anwender die Anwenderin nen
Anwenderin,anwenderin,die,Anwenderine,,NOUN,trans.pdf,der Anwender die Anwenderin nen anschließend anhaltend
anwesend,anwesend,,,,UNKNOWN,trans.pdf,die Testperson en anwesend angewiesen sein ignorieren
Anzahl,anzahl,die,Anzahle,dativ,NOUN,trans.pdf,naher Zukunft die Anzahl der Hörenden verdoppeln
Anzeichen,anzeichen,das,Anzeichene,,NOUN,trans.pdf,Berufsstatusgruppe n das Anzeichen belastet sein bleibend
anziehen,anziehen,,,,UNKNOWN,trans.pdf,der ganzen Welt anziehen Am bekanntesten ist
anzueignen,anzueignen,,,dativ,UNKNOWN,trans.pdf,enor mes Wissen anzueignen dann erwarten die
anzugehen,anzugehen,,,dativ,UNKNOWN,trans.pdf,Mut das Leben anzugehen Moderator Das Phänomen
anzupassen,anzupassen,,,"akkusativ, dativ",UNKNOWN,trans.pdf,sich an Zeitpläne anzupassen die eigentlich für
anzusammeln,anzusammeln,,,dativ,UNKNOWN,trans.pdf,keinen Anreiz Dinge anzusammeln Es gab also
apathisch,apathisch,,,,UNKNOWN,trans.pdf,Dahinbrüten gestattet sein apathisch die Teilnahmslosigkeit das
Apfel,apfel,ein,Apfeln,,NOUN,trans.pdf,als ihm ein Apfel auf den Kopf
App,app,die,Appe,,NOUN,trans.pdf,Weltkonzern e die App s die Applikation
appellieren,appellieren,,,dativ,UNKNOWN,trans.pdf,Snackriegel die Lebensmittelwirtschaft appellieren an AKK das
Applikation,applikation,die,Applikatione,,NOUN,trans.pdf,App s die Applikation en die Optimierung
apropos,apropos,,,dativ,UNKNOWN,trans.pdf,Hilflosigkeit online-süchtig achselzuckend apropos die Diagnose n
arbeit,arbeit,,,dativ,UNKNOWN,trans.pdf,auf die Zusammen arbeit von in der
arbeiten,arbeiten,,,dativ,UNKNOWN,trans.pdf,e erfrischt weiter arbeiten der Schläfchenliebhaber die
arbeitende,arbeitende,,,dativ,UNKNOWN,trans.pdf,pervers dass Mit arbeitende erwarten von ihren
arbeiteten,arbeiteten,,,dativ,UNKNOWN,trans.pdf,unsere Vorfahren weniger arbeiteten aber glück licher
Arbeitgeber,arbeitgeber,der,Arbeitgebern,dativ,NOUN,trans.pdf,Jahrtausend e der Arbeitgeber der Planet en
Arbeitgebermarkt,arbeitgebermarkt,der,Arbeitgebermarkte,dativ,NOUN,trans.pdf,gekommen sind Der Arbeitgebermarkt ist ein knallharter
Arbeitgebers,arbeitgebers,des,Arbeitgeberse,"akkusativ, dativ",NOUN,trans.pdf,Fürsorge seitens des Arbeitgebers sind nach wie
Arbeitnehmer,arbeitnehmer,der,Arbeitnehmern,dativ,NOUN,trans.pdf,fachlich spezialisiert der Arbeitnehmer die Arbeitnehmerin nen
Arbeitnehmerin,arbeitnehmerin,die,Arbeitnehmerine,dativ,NOUN,trans.pdf,der Arbeitnehmer die Arbeitnehmerin nen sich an
Arbeitsanforderung,arbeitsanforderung,die,Arbeitsanforderunge,dativ,NOUN,trans.pdf,n bedenken die Arbeitsanforderung en der Assistent
Arbeitsbedingungen,arbeitsbedingungen,die,Arbeitsbedingungene,dativ,NOUN,trans.pdf,en unfair die Arbeitsbedingungen Pl der Zahnschmerz
Arbeitsbelastung,arbeitsbelastung,die,Arbeitsbelastunge,dativ,NOUN,trans.pdf,Fehlzeit en die Arbeitsbelastung en der Berufsstatus
Arbeitsfluss,arbeitsfluss,der,Arbeitsflusse,dativ,NOUN,trans.pdf,DaF Werkstatt der Arbeitsfluss die Scan-Mission en
Arbeitskräftepotenzial,arbeitskräftepotenzial,das,Arbeitskräftepotenziale,"akkusativ, dativ",NOUN,trans.pdf,Fachkräftemangel befürchten das Arbeitskräftepotenzial e aktivieren die
Arbeitsmarkt,arbeitsmarkt,der,Arbeitsmarkte,dativ,NOUN,trans.pdf,Erledigung entlasten der Arbeitsmarkt e das Berufsprinzip
Arbeitsmediziner,arbeitsmediziner,der,Arbeitsmedizinern,dativ,NOUN,trans.pdf,Nine-to-five-Job s der Arbeitsmediziner die Arbeitsmedizinerin nen
Arbeitsmedizinerin,arbeitsmedizinerin,die,Arbeitsmedizinerine,dativ,NOUN,trans.pdf,der Arbeitsmediziner die Arbeitsmedizinerin nen das Arbeitszeitmodell
Arbeitsplatzes,arbeitsplatzes,des,Arbeitsplatzese,dativ,NOUN,trans.pdf,häufige Wechsel des Arbeitsplatzes ist eher eine
arbeitsscheu,arbeitsscheu,,,dativ,UNKNOWN,trans.pdf,die Personalerin nen arbeitsscheu selbstbezogen sinnend die
Arbeitsstress,arbeitsstress,der,Arbeitsstresse,dativ,NOUN,trans.pdf,sich mehren der Arbeitsstress an tun aus
Arbeitsverhältnis,arbeitsverhältnis,das,Arbeitsverhältnise,dativ,NOUN,trans.pdf,en etabliert das Arbeitsverhältnis se sorgenlos die
Arbeitswelt,arbeitswelt,die,Arbeitswelte,dativ,NOUN,trans.pdf,die Digitalisierung die Arbeitswelt nahezu FaD galrevlaizepS
Arbeitszeit,arbeitszeit,die,Arbeitszeite,dativ,NOUN,trans.pdf,die Folgenacht die Arbeitszeit en die Ansicht
Arbeitszeiten,arbeitszeiten,den,Arbeitszeitene,dativ,NOUN,trans.pdf,also an den Arbeitszeiten und orten und
Arbeitszeitmodell,arbeitszeitmodell,das,Arbeitszeitmodelle,dativ,NOUN,trans.pdf,Arbeitsmedizinerin nen das Arbeitszeitmodell e der Rhythmus
Arbeitszufriedenheit,arbeitszufriedenheit,der,Arbeitszufriedenheite,dativ,NOUN,trans.pdf,im Bereich der Arbeitszufriedenheit habe ich mich
Architekten,architekten,den,Architektene,,NOUN,trans.pdf,Frage an den Architekten Herr Rohde inwieweit
archivieren,archivieren,,,dativ,UNKNOWN,trans.pdf,zu sammeln zu archivieren und zur Benutzung
Archäologie,archäologie,die,Archäologien,,NOUN,trans.pdf,sixarP Werkstatt die Archäologie jüngst verstärkt die
Archäologiepark,archäologiepark,der,Archäologieparke,,NOUN,trans.pdf,Betreiberin nen der Archäologiepark s das Exemplar
archäologisch,archäologisch,,,,UNKNOWN,trans.pdf,fernsteuerbar die Überwachung archäologisch die Website s
argumen,argumen,,,akkusativ,UNKNOWN,trans.pdf,verbüßen müssen Andere argumen tieren dass es
Argument,argument,das,Argumente,akkusativ,NOUN,trans.pdf,Licht betrachten das Argument e der Effekt
argumentativ,argumentativ,,,"akkusativ, dativ",UNKNOWN,trans.pdf,freiheitlich der Meinungspluralismus argumentativ der Austausch die
argumentieren,argumentieren,,,akkusativ,UNKNOWN,trans.pdf,die Schläfchenliebhaberin nen argumentieren ein schlafen jedenfalls
Armut,armut,die,Armute,,NOUN,trans.pdf,der Wohlstand die Armut bedroht sein unhaltbar
Armutsrisiko,armutsrisiko,das,Armutsrisikoe,dativ,NOUN,trans.pdf,Gesundheitsversorgung ausschlaggebend das Armutsrisiko die Einkommensgruppe n
arrangieren,arrangieren,,,,UNKNOWN,trans.pdf,der Erziehungsratgeber bald arrangieren das Au-pair-Mädchen zweisprachig
Arten,arten,den,Artene,,NOUN,trans.pdf,Trennlinie zwischen den Arten ziehen Herr Bruns
artenreichsten,artenreichsten,den,artenreichstene,dativ,NOUN,trans.pdf,Europa zu den artenreichsten Landschaftstypen Zudem speichern
Artenvielfalt,artenvielfalt,die,Artenvielfalte,akkusativ,NOUN,trans.pdf,der Tierschutz die Artenvielfalt schrumpfen rasant erfassen
Artikel,artikel,einem,Artikeln,,NOUN,trans.pdf,neulich in einem Artikel geschrieben Zeiten die
Aspekt,aspekt,der,Aspekte,dativ,NOUN,trans.pdf,demnach wesentlich der Aspekt e das Stigma
Assistent,assistent,der,Assistente,dativ,NOUN,trans.pdf,Arbeitsanforderung en der Assistent en die Assistentin
Assistentin,assistentin,die,Assistentine,,NOUN,trans.pdf,Assistent en die Assistentin nen die Erledigung
assoziieren,assoziieren,,,,UNKNOWN,trans.pdf,e hervor bringen assoziieren scheinbar vertan genial
atemberaubenden,atemberaubenden,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Technik und mit atemberaubenden Welt raumaufnahmen präsentiert
Atemluft,atemluft,die,Atemlufte,dativ,NOUN,trans.pdf,kann stündlich die Atemluft von Menschen filtern
Atemstärke,atemstärke,die,Atemstärken,,NOUN,trans.pdf,Singgruppe n die Atemstärke stabilisieren hochaltrig pflegebedürftig
Atlas,atlas,ein,Atlase,,NOUN,trans.pdf,der Welt ein Atlas des Franzosen Christian
atmen,atmen,,,dativ,UNKNOWN,trans.pdf,Haube n aus atmen das Lebenswerk e
atmige,atmige,,,,UNKNOWN,trans.pdf,verzichtet auf lang atmige Beschreibungen ihm geht
Atmosphäre,atmosphäre,die,Atmosphären,dativ,NOUN,trans.pdf,Treibhausgas e die Atmosphäre der Treibhauseffekt verstärken
atmosphärische,atmosphärische,eine,atmosphärischen,dativ,NOUN,trans.pdf,Buch ist eine atmosphärische Mischung aus Krimi
attraktiv,attraktiv,,,,UNKNOWN,trans.pdf,gemessen an DAT attraktiv die Anlagemöglichkeit en
Au-pair-Mädchen,au-pair-mädchen,das,Au-pair-Mädchene,,NOUN,trans.pdf,bald arrangieren das Au-pair-Mädchen zweisprachig etwas ganz
auch,auch,,,,UNKNOWN,trans.pdf,selektiv sowohl als auch der Leichtschlaf stabil
Aufbau,aufbau,dem,Aufbaue,,NOUN,trans.pdf,Bibliothek und dem Aufbau eines On line-Lexikons
aufbe,aufbe,,,"akkusativ, dativ",UNKNOWN,trans.pdf,zur Gegenwart gesammelt aufbe wahrt und erforscht
Aufbereitung,aufbereitung,die,Aufbereitunge,akkusativ,NOUN,trans.pdf,machen an die Aufbereitung der Einfallsreichtum die
aufbricht,aufbricht,,,,UNKNOWN,trans.pdf,eindämmt verkrustete Strukturen aufbricht und komplexe Hierarchien
aufeinandertreffen,aufeinandertreffen,,,,UNKNOWN,trans.pdf,Persönlichkeitstypen und Charaktere aufeinandertreffen die koordiniert werden
Aufenthalt,aufenthalt,der,Aufenthalte,,NOUN,trans.pdf,Gefängnissen ist der Aufenthalt in den beschriebenen
Aufenthaltsqualität,aufenthaltsqualität,die,Aufenthaltsqualitäte,"akkusativ, dativ",NOUN,trans.pdf,fühlt und die Aufenthaltsqualität mit Freiräumen steigt
auffallend,auffallend,,,,UNKNOWN,trans.pdf,der Lebensstandard akzeptabel auffallend auftretend die Altersgruppe
Auffassung,auffassung,der,Auffassunge,,NOUN,trans.pdf,waren lange der Auffassung dass das Gedächtnis
auffällig,auffällig,,,,UNKNOWN,trans.pdf,die Warnung en auffällig die Parallele n
Aufgabenteilung,aufgabenteilung,ein,Aufgabenteilunge,dativ,NOUN,trans.pdf,die Familienarbeit ein Aufgabenteilung ist noch immer
aufgebaut,aufgebaut,,,,UNKNOWN,trans.pdf,sechsmal das Gefälle aufgebaut gitterartig das Straßennetz
aufgeben,aufgeben,,,,UNKNOWN,trans.pdf,die Tierhaltung komplett aufgeben müssten Ihre Begründung
aufgefallen,aufgefallen,,,,UNKNOWN,trans.pdf,mir immer mehr aufgefallen wie viel Einfluss
aufgeklärt,aufgeklärt,,,,UNKNOWN,trans.pdf,über die Technologien aufgeklärt sind und die
aufgelaufen,aufgelaufen,,,,UNKNOWN,trans.pdf,auf ein Riff aufgelaufen war haben sich
aufgenommen,aufgenommen,,,,UNKNOWN,trans.pdf,Behauptung denn damals aufgenommen Frau Witte Frau
aufgeschlossen,aufgeschlossen,,,"akkusativ, dativ",UNKNOWN,trans.pdf,aber auch wie aufgeschlossen Joe Rogan gegenüber
aufgestiegene,aufgestiegene,,,dativ,UNKNOWN,trans.pdf,Vorge setzten waren aufgestiegene Sachbearbeiter Sie hatten
aufgewachsen,aufgewachsen,,,,UNKNOWN,trans.pdf,das Videospiel e aufgewachsen das Stadtkind er
aufgezeigt,aufgezeigt,,,,UNKNOWN,trans.pdf,auch günstige Perspektiven aufgezeigt Noch ließe sich
aufgreifen,aufgreifen,,,,UNKNOWN,trans.pdf,keinen meiner Vorschläge aufgreifen Da bin selbst
aufgrund,aufgrund,,,dativ,UNKNOWN,trans.pdf,die Diskriminierung en aufgrund GEN die Zugehörigkeit
aufhalten,aufhalten,,,,UNKNOWN,trans.pdf,sich unter ihresgleichen aufhalten Eltern soll ten
aufheizt,aufheizt,,,,UNKNOWN,trans.pdf,Molekül viel stärker aufheizt als Kohlendioxid Also
aufklären,aufklären,,,,UNKNOWN,trans.pdf,uns kurz darüber aufklären wie Feinstaub entsteht
Aufkommen,aufkommen,das,Aufkommene,,NOUN,trans.pdf,die Entstehung das Aufkommen entwerten verbreiten verwerfen
aufmerksam,aufmerksam,,,,UNKNOWN,trans.pdf,das Selbstgespräch e aufmerksam machen auf AKK
aufmerksamen,aufmerksamen,,,akkusativ,UNKNOWN,trans.pdf,Sicht des durchschnittlich aufmerksamen Verbrauchers auf den
Aufmerksamkeits,aufmerksamkeits,die,Aufmerksamkeitse,,NOUN,trans.pdf,verbessert sowie die Aufmerksamkeits und Lernleistung gesteigert
aufnehmen,aufnehmen,,,akkusativ,UNKNOWN,trans.pdf,biochemischen Prozess Feinstaub aufnehmen und für den
aufnimmt,aufnimmt,,,"akkusativ, dativ",UNKNOWN,trans.pdf,ein Körper Nahrung aufnimmt und verarbeitet zum
aufrege,aufrege,,,,UNKNOWN,trans.pdf,mich über ihn aufrege Wenn Sie mal
aufregen,aufregen,,,,UNKNOWN,trans.pdf,Größe der Fenster aufregen wichtige Aspekte verloren
aufs,aufs,,,,UNKNOWN,trans.pdf,sich das auch aufs Kind Frau Bingel
Aufschieben,aufschieben,das,Aufschiebene,dativ,NOUN,trans.pdf,auf stellen das Aufschieben das Wundermittel die
aufseiten,aufseiten,,,dativ,UNKNOWN,trans.pdf,der größte Fehler aufseiten der Mitarbeitenden Herr
Aufstehen,aufstehen,das,Aufstehene,akkusativ,NOUN,trans.pdf,die Frühschicht das Aufstehen versäumen auf holen
Aufstieg,aufstieg,der,Aufstiege,,NOUN,trans.pdf,fein sozial der Aufstieg der Abstieg das
Aufstiegsmöglichkeiten,aufstiegsmöglichkeiten,die,Aufstiegsmöglichkeitene,,NOUN,trans.pdf,mangels GEN die Aufstiegsmöglichkeiten an gehören DAT
aufsuchen,aufsuchen,,,,UNKNOWN,trans.pdf,im Kanton Solothurn aufsuchen und dort einen
auftretend,auftretend,,,,UNKNOWN,trans.pdf,Lebensstandard akzeptabel auffallend auftretend die Altersgruppe n
Auftrieb,auftrieb,der,Auftriebe,,NOUN,trans.pdf,sixarP Werkstatt der Auftrieb an heben das
auftritt,auftritt,,,dativ,UNKNOWN,trans.pdf,von Schein medikamenten auftritt Open Label Placebos
Aufwachsen,aufwachsen,das,Aufwachsene,,NOUN,trans.pdf,nen verkennen das Aufwachsen das Solo die
aufwerfen,aufwerfen,,,,UNKNOWN,trans.pdf,sein und Probleme aufwerfen die die Lernenden
aufwirft,aufwirft,,,,UNKNOWN,trans.pdf,die folgende Frage aufwirft Reicht die den
aufwächst,aufwächst,,,dativ,UNKNOWN,trans.pdf,von North Carolina aufwächst Die Marsch eine
aufzu,aufzu,,,dativ,UNKNOWN,trans.pdf,dazu neigen Dinge aufzu schieben Versagt die
aufzugeben,aufzugeben,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Vorzüge der Stadt aufzugeben Dadurch dass viele
aufzuheizen,aufzuheizen,,,dativ,UNKNOWN,trans.pdf,und Verschwörungs theorien aufzuheizen das zeigt aber
aufzuhören,aufzuhören,,,dativ,UNKNOWN,trans.pdf,als ganz damit aufzuhören gerade wenn es
aufzunehmen,aufzunehmen,,,dativ,UNKNOWN,trans.pdf,besser darin Kohlendioxid aufzunehmen das sie zur
aufzusa,aufzusa,,,dativ,UNKNOWN,trans.pdf,aus zurechtgelegte Sprüche aufzusa gen Es geht
aufzuzeigen,aufzuzeigen,,,dativ,UNKNOWN,trans.pdf,Geschichten der Objekte aufzuzeigen Denn in einer
augefeilt,augefeilt,,,,UNKNOWN,trans.pdf,das Landkind er augefeilt der Orientierungssinn der
Augenblick,augenblick,der,Augenblicke,,NOUN,trans.pdf,der Leerlauf der Augenblick e verknüpfen das
augenscheinlich,augenscheinlich,,,,UNKNOWN,trans.pdf,die Personalberaterin nen augenscheinlich die Tatsache n
aus,aus,,,dativ,UNKNOWN,trans.pdf,vom Leben verwöhnt aus werten der Datensatz
ausbauen,ausbauen,,,dativ,UNKNOWN,trans.pdf,Energien stär ker ausbauen keine Öl und
Ausbildung,ausbildung,eine,Ausbildunge,dativ,NOUN,trans.pdf,sie können eine Ausbildung absolvieren Arbeitserfahrungen sammeln
ausbreiteten,ausbreiteten,,,dativ,UNKNOWN,trans.pdf,und sich Gehölze ausbreiteten wurde die Nahrung
ausbricht,ausbricht,,,dativ,UNKNOWN,trans.pdf,wirklich eine Rebellion ausbricht die am Ende
Ausdrucksweise,ausdrucksweise,die,Ausdrucksweisen,dativ,NOUN,trans.pdf,verwurzelt sein die Ausdrucksweise n ein betonieren
ausdrücklich,ausdrücklich,,,dativ,UNKNOWN,trans.pdf,Werkstatt buchstäblich real ausdrücklich volljährig nüchtern der
auseinan,auseinan,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Mysterien des Universums auseinan der Im Mittelpunkt
auseinander,auseinander,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Allgemeinen um setzen auseinander gehen der Diskurs
auseinandergesetzt,auseinandergesetzt,,,dativ,UNKNOWN,trans.pdf,Begriff New Work auseinandergesetzt Einfach ausgedrückt bezeichnet
auseinandersetzen,auseinandersetzen,,,dativ,UNKNOWN,trans.pdf,sich systematisch damit auseinandersetzen Moderatorin Ist es
auseinandersetzt,auseinandersetzt,,,dativ,UNKNOWN,trans.pdf,Entwicklung von Menschen auseinandersetzt Seit Jahren beobachten
Auseinandersetzung,auseinandersetzung,die,Auseinandersetzunge,dativ,NOUN,trans.pdf,n militärisch die Auseinandersetzung en die Reihe
auseinanderzusetzen,auseinanderzusetzen,,,"akkusativ, dativ",UNKNOWN,trans.pdf,sich bewusst damit auseinanderzusetzen und Vorkehrungen für
ausfindig,ausfindig,,,dativ,UNKNOWN,trans.pdf,Einheimische n heilig ausfindig machen FaD galrevlaizepS
ausforderungen,ausforderungen,,,dativ,UNKNOWN,trans.pdf,auf neue Her ausforderungen reagieren und uns
ausführlich,ausführlich,,,dativ,UNKNOWN,trans.pdf,Attenborough zeigt zuerst ausführlich auf welche Art
ausgeatmet,ausgeatmet,,,dativ,UNKNOWN,trans.pdf,Kohlendioxid der Sauerstoff ausgeatmet akut ermitteln mathegestresst
ausgebaut,ausgebaut,,,dativ,UNKNOWN,trans.pdf,diese Vorherrschaft stetig ausgebaut Der Mensch wie
ausgebautem,ausgebautem,,,dativ,UNKNOWN,trans.pdf,aufgrund von unzureichend ausgebautem öffentlichem Verkehr und
ausgebeutete,ausgebeutete,die,ausgebeuteten,dativ,NOUN,trans.pdf,vorurteilsbelasteter Rechtsprechung die ausgebeutete Frauen einer unterprivilegier
ausgebildet,ausgebildet,,,dativ,UNKNOWN,trans.pdf,zugeschnitten die Lebensführung ausgebildet die Fachkräfte die
ausgebildeten,ausgebildeten,,,dativ,UNKNOWN,trans.pdf,werden Besuchshunde mit ausgebildeten Therapeuten z B
ausgedacht,ausgedacht,,,dativ,UNKNOWN,trans.pdf,fantastische Ge schichten ausgedacht hat Geschichten die
ausgedehnten,ausgedehnten,,,dativ,UNKNOWN,trans.pdf,verändern In diesen ausgedehnten Netzwerken bilden sich
ausgedrückt,ausgedrückt,,,dativ,UNKNOWN,trans.pdf,Work auseinandergesetzt Einfach ausgedrückt bezeichnet New Work
ausgefeilte,ausgefeilte,,,dativ,UNKNOWN,trans.pdf,Das sind technisch ausgefeilte Holzkonst ruktionen die
ausgeglichen,ausgeglichen,,,dativ,UNKNOWN,trans.pdf,die Stärke n ausgeglichen Test Lesen Teil
ausgelagert,ausgelagert,,,dativ,UNKNOWN,trans.pdf,viel delegiert und ausgelagert etwa in die
ausgelassen,ausgelassen,,,dativ,UNKNOWN,trans.pdf,DaF Werkstatt Transkriptionen ausgelassen werden In seinem
ausgelastet,ausgelastet,,,dativ,UNKNOWN,trans.pdf,das Denkorgan e ausgelastet die Ressourcen Pl
ausgelöst,ausgelöst,,,dativ,UNKNOWN,trans.pdf,unbekannt aus lösen ausgelöst die Gehirnwelle n
ausgemacht,ausgemacht,,,dativ,UNKNOWN,trans.pdf,gehen dahinter stecken ausgemacht sein der Handgriff
ausgeprägteres,ausgeprägteres,ein,ausgeprägterese,"akkusativ, dativ",NOUN,trans.pdf,und haben ein ausgeprägteres Gespür für Hunger
ausgeschlafen,ausgeschlafen,,,dativ,UNKNOWN,trans.pdf,die Gewöhnung frühmorgens ausgeschlafen sein die Lerche
Ausgeschlafensein,ausgeschlafensein,das,Ausgeschlafenseine,dativ,NOUN,trans.pdf,Bettflucht treiben das Ausgeschlafensein die Müdigkeit der
